1683504047,10,10,13.0,21.78,49.54,0,0,4
1683507649,10,10,13.0,20.60,51.70,0,0,4
1683511250,10,10,12.9,20.15,53.07,0,0,4
1683514852,10,10,12.9,18.83,57.23,0,0,4
1683518453,10,10,12.9,18.61,59.14,0,0,4
1683522055,10,10,12.9,18.95,58.42,0,0,4
1683525656,10,10,12.9,18.12,60.90,0,0,4
1683529258,10,10,12.9,16.58,65.70,240,0,4
1683532859,10,10,12.9,15.99,68.54,0,0,4
1683536401,10,10,12.9,15.90,68.72,0,0,4
1683540002,10,10,12.9,15.70,70.06,0,0,4
1683543604,10,10,13.2,16.54,71.45,0,0,4
1683547205,10,10,13.7,17.87,66.07,0,0,4
1683550807,10,10,14.4,24.92,43.57,0,0,4
1683554408,10,10,14.5,23.39,45.01,0,0,4
1683558010,10,10,13.6,30.87,29.99,0,0,4
1683561611,10,10,13.6,38.21,21.99,240,0,4
1683565213,10,10,13.6,35.44,24.18,0,0,4
1683568814,10,10,13.7,39.39,20.09,0,0,4
1683572417,10,10,13.6,43.11,16.04,240,0,4
1683576018,10,10,13.7,38.07,18.53,0,0,4
1683579620,10,10,13.7,32.57,22.73,0,0,4
1683583221,10,10,13.6,27.34,28.53,0,0,4
1683586823,10,10,13.6,25.81,30.48,0,0,4
