1680998406,10,10,0.1,21.76,33.86,0,0,4
1681002008,10,10,0.1,21.36,33.47,0,0,4
1681005609,10,10,0.1,20.93,33.41,0,0,4
1681009211,10,10,0.1,20.52,33.20,240,0,4
1681012813,10,10,0.1,20.09,33.28,0,0,4
1681016414,10,10,0.1,19.81,33.08,0,0,4
1681020016,10,10,0.1,21.02,34.43,0,0,4
1681023617,10,10,0.1,21.56,35.17,0,0,4
1681027219,10,10,0.1,21.39,35.47,0,0,4
1681030820,10,10,0.1,21.76,35.48,0,0,4
1681034422,10,10,0.1,21.70,34.30,0,0,4
1681038023,10,10,0.1,21.69,34.27,0,0,4
1681041625,10,10,0.1,21.98,35.02,240,0,4
1681045226,10,10,0.1,22.26,35.20,0,0,4
1681048828,10,10,0.1,22.45,35.21,0,0,4
1681052430,10,10,0.1,22.51,34.68,240,0,4
1681056031,10,10,0.1,22.48,34.60,0,0,4
1681059633,10,10,0.1,22.76,34.62,0,0,4
1681063234,10,10,0.1,22.89,34.56,0,0,4
1681066836,10,10,0.1,22.82,34.31,0,0,4
1681070437,10,10,0.1,22.69,34.30,0,0,4
1681074039,10,10,0.1,22.66,34.30,0,0,4
1681077640,10,10,0.1,22.60,34.43,0,0,4
1681081242,10,10,0.1,22.44,34.08,0,0,4
