1683158420,10,10,13.1,11.01,53.07,0,0,4
1683162022,10,10,13.0,9.94,57.69,0,0,4
1683165623,10,10,13.0,9.75,60.04,0,0,4
1683169225,10,10,13.0,9.10,60.19,0,0,4
1683172826,10,10,12.9,8.14,64.59,0,0,4
1683176428,10,10,12.9,7.22,65.89,0,0,4
1683180029,10,10,12.9,6.80,67.31,0,0,4
1683183631,10,10,12.9,7.22,67.72,240,0,4
1683187233,10,10,12.9,7.24,67.32,0,0,4
1683190834,10,10,12.9,7.59,67.43,0,0,4
1683194436,10,10,12.9,7.58,65.80,0,0,4
1683198037,10,10,13.1,8.27,63.89,0,0,4
1683201639,10,10,13.8,10.79,56.89,0,0,4
1683205240,10,10,14.4,17.23,41.89,0,0,4
1683208842,10,10,14.5,16.24,45.05,0,0,4
1683212443,10,10,13.6,19.11,39.11,0,0,4
1683216045,10,10,13.6,19.06,37.86,240,0,4
1683219646,10,10,13.6,18.88,39.51,0,0,4
1683223248,10,10,13.6,20.46,37.07,0,0,4
1683226849,10,10,13.6,25.22,30.83,240,0,4
1683230451,10,10,13.6,23.80,31.01,0,0,4
1683234052,10,10,13.8,21.10,34.03,0,0,4
1683237654,10,10,13.6,20.06,36.16,0,0,4
1683241255,10,10,13.5,19.27,37.54,0,0,4
