1680480036,10,10,0.1,22.32,32.68,0,0,4
1680483637,10,10,0.1,22.45,33.15,0,0,4
1680487238,10,10,0.1,22.43,32.75,0,0,4
1680490839,10,10,0.1,21.93,32.46,0,0,4
1680494440,10,10,0.1,21.38,32.36,0,0,4
1680498041,10,10,0.1,20.94,31.73,0,0,4
1680501643,10,10,0.1,20.43,33.19,0,0,4
1680505244,10,10,0.1,19.96,31.32,180,0,4
1680508845,10,10,0.1,19.87,31.70,0,0,4
1680512446,10,10,0.1,19.66,31.95,0,0,4
1680516047,10,10,0.1,20.86,33.33,0,0,4
1680519649,10,10,0.1,21.51,33.70,0,0,4
1680523250,10,10,0.1,21.22,33.72,0,0,4
1680526838,10,10,0.1,21.68,33.66,0,0,4
1680530439,10,10,0.1,21.57,33.22,0,3,4
1680534041,10,10,0.1,21.65,32.88,0,8,4
1680537638,10,10,0.1,21.92,32.56,180,0,4
1680544858,10,10,0.1,22.10,33.04,0,0,4
1680548438,10,10,0.1,22.19,33.14,180,0,4
1680552039,10,10,0.1,22.36,33.39,0,0,4
1680555640,10,10,0.1,22.63,33.50,0,0,4
1680559242,10,10,0.1,22.81,33.71,0,0,4
1680562843,10,10,0.1,22.88,34.01,0,0,4
