1682899252,10,10,12.8,16.85,62.77,0,0,4
1682902853,10,10,12.8,16.98,62.63,0,0,4
1682906455,10,10,12.8,17.05,62.82,0,0,4
1682910056,10,10,12.8,17.08,62.65,0,0,4
1682913658,10,10,12.8,17.06,61.98,0,0,4
1682917259,10,10,12.7,16.95,61.21,0,0,4
1682920801,10,10,12.7,16.85,60.46,0,0,4
1682924402,10,10,12.7,16.73,59.57,240,0,4
1682928004,10,10,12.7,16.54,58.68,0,0,4
1682931605,10,10,12.7,16.39,58.09,0,0,4
1682935207,10,10,12.7,16.21,57.07,0,0,4
1682938808,10,10,12.7,16.24,56.52,0,0,4
1682942409,10,10,12.7,16.26,56.01,0,0,4
1682946011,10,10,12.7,17.37,53.65,0,0,4
1682949613,10,10,12.7,16.92,52.09,0,0,4
1682953214,10,10,12.7,17.12,53.50,0,0,4
1682956816,10,10,12.7,17.27,53.45,240,0,4
1682960417,10,10,13.4,19.47,34.17,0,0,4
1682964019,10,10,13.6,23.90,27.59,0,0,4
1682967620,10,10,13.4,25.94,24.28,240,0,4
1682971222,10,10,13.5,18.25,31.45,0,0,4
1682974823,10,10,13.2,18.79,31.28,0,0,4
1682978425,10,10,13.3,16.27,36.49,0,0,4
1682982026,10,10,13.1,15.46,39.56,0,0,4
