1684281646,9,8,13.0,24.07,45.56,0,0,3
1684285248,9,8,12.9,23.06,49.64,0,0,3
1684288849,9,8,13.0,22.24,52.52,0,0,3
1684292451,9,8,12.9,21.48,54.57,0,0,3
1684296053,9,8,12.9,21.09,53.56,0,0,3
1684299654,9,8,12.9,20.14,53.09,0,0,3
1684303256,9,7,12.9,19.23,54.43,0,0,3
1684306857,10,7,12.9,19.11,50.61,180,0,3
1684310459,9,7,12.9,18.35,48.03,0,0,3
1684314001,10,7,12.8,17.58,43.88,0,0,3
1684317602,9,7,12.8,16.35,46.35,0,0,3
1684321204,9,7,13.0,15.81,46.89,0,1,3
1684324806,9,7,13.3,16.60,45.28,0,12,3
1684328408,9,7,13.7,16.18,44.92,0,0,3
1684332010,9,7,14.5,17.65,39.65,0,0,3
1684335612,9,7,14.5,28.72,24.19,0,0,3
1684339213,9,7,13.7,33.76,17.89,180,3,2
1684342815,9,7,13.6,35.87,16.97,0,0,2
1684346417,9,7,13.6,22.12,25.81,0,0,2
1684350019,9,7,13.7,24.97,21.89,0,0,2
1684353621,9,7,13.6,21.65,24.53,0,0,2
1684357223,9,7,13.6,21.33,25.69,0,0,2
1684360825,9,7,13.6,19.99,25.95,0,0,2
1684364427,9,7,13.6,17.84,26.90,0,0,2
