1684195207,6,5,13.1,20.83,44.87,0,0,1
1684198809,6,5,13.0,18.49,50.32,0,0,1
1684202410,6,5,12.9,17.20,52.42,0,0,1
1684206012,6,5,12.9,16.90,52.91,0,0,1
1684209613,6,5,12.9,16.09,58.36,0,0,1
1684213215,6,5,12.9,15.18,60.12,0,0,1
1684216816,6,5,12.9,15.07,61.66,0,0,1
1684220418,6,5,12.8,14.51,61.87,0,0,1
1684224019,6,5,12.8,13.58,64.54,0,0,1
1684227621,6,5,12.8,13.24,65.37,0,0,1
1684231223,6,5,12.8,12.81,65.70,0,0,1
1684234824,6,5,13.0,13.66,66.46,0,0,1
1684238426,6,5,13.6,16.91,59.37,0,0,1
1684242027,6,5,14.0,19.47,49.61,0,0,1
1684245629,1,5,14.5,23.84,36.56,0,0,1
1684249230,9,8,14.5,36.04,24.31,0,0,1
1684252832,9,8,13.7,40.18,18.40,0,0,1
1684256433,9,8,13.6,37.46,21.02,0,6,1
1684260035,9,9,13.6,30.20,27.21,0,0,1
1684263637,9,8,13.7,30.40,27.30,0,0,1
1684267238,9,8,13.6,28.75,31.75,0,0,1
1684270841,10,8,13.7,28.30,34.89,60,0,3
1684274442,10,8,13.8,27.57,35.88,0,11,3
1684278044,9,8,13.2,26.18,38.74,0,40,3
