1680825600,10,10,0.1,25.71,41.93,0,0,4
1680829201,10,10,0.1,25.75,41.65,0,0,4
1680832803,10,10,0.1,25.65,40.77,0,0,4
1680836404,10,10,0.1,25.48,40.80,0,0,4
1680840005,10,10,0.1,25.25,40.14,0,0,4
1680843606,10,10,0.1,24.98,39.72,0,0,4
1680847207,10,10,0.1,24.64,39.17,0,0,4
1680850808,10,10,0.1,24.28,38.35,300,0,4
1680854409,10,10,0.1,23.97,38.02,0,0,4
1680858010,10,10,0.1,23.69,37.52,0,0,4
1680861612,10,10,0.1,23.39,37.32,0,0,4
1680865213,10,10,0.1,23.20,36.97,0,0,4
1680868814,10,10,0.1,23.00,36.95,0,0,4
