1680292834,0,0,12.7,22.12C,82.29%,480,0
1680296402,0,0,12.8,22.38C,82.29%,240,0
1680300027,0,1,12.8,22.45C,82.29%,240,0
1680303628,0,1,12.7,22.87C,82.29%,240,0
