1681430418,10,10,0.1,27.16,33.76,0,0,4
1681434019,10,10,0.1,26.99,33.31,0,0,4
1681437621,10,10,0.1,26.73,33.58,0,0,4
1681441223,10,10,0.1,26.48,33.46,240,0,4
1681444824,10,10,0.1,26.17,32.90,0,0,4
1681448426,10,10,0.1,25.87,33.16,0,0,4
1681452028,10,10,0.1,25.54,32.76,0,0,4
1681455629,10,10,0.1,25.21,32.69,0,0,4
1681459231,10,10,0.1,25.07,32.88,0,0,4
1681462833,10,10,0.1,25.21,32.96,0,0,4
1681466434,10,10,0.1,25.55,33.06,0,0,4
1681470036,10,10,0.1,25.75,33.11,0,0,4
1681473638,10,10,0.1,26.03,33.63,240,0,4
1681477240,10,10,0.1,26.29,34.24,0,0,4
1681480841,10,10,0.1,26.74,34.27,0,0,4
1681484443,10,10,0.1,26.72,35.38,240,0,4
1681488045,10,10,0.1,26.58,36.14,0,0,4
1681491646,10,10,0.1,25.98,35.31,0,0,4
1681495248,10,10,0.1,27.03,34.63,0,0,4
1681498850,10,10,0.1,27.32,34.14,0,0,4
1681502452,10,10,0.1,27.55,34.07,0,0,4
1681506053,10,10,0.1,27.69,33.76,0,0,4
1681509655,10,10,0.1,27.62,33.72,0,0,4
1681513257,10,10,0.1,27.57,33.71,0,0,4
